MemTotal:        8025424 kB
MemFree:          270844 kB
MemAvailable:    4476748 kB
Buffers:         1566220 kB
Cached:          1757268 kB
SwapCached:         6652 kB
Active:          2095544 kB
Inactive:        4321468 kB
Active(anon):    1919076 kB
Inactive(anon):  1174580 kB
Active(file):     176468 kB
Inactive(file):  3146888 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         918524 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             24268 kB
Writeback:             0 kB
AnonPages:       3003004 kB
Mapped:           141680 kB
Shmem:               296 kB
KReclaimable:    1085520 kB
Slab:            1208024 kB
SReclaimable:    1085520 kB
SUnreclaim:       122504 kB
KernelStack:       12160 kB
PageTables:        16516 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9653672 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1507328 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
