MemTotal:        8025424 kB
MemFree:          204572 kB
MemAvailable:    4699132 kB
Buffers:         1593572 kB
Cached:          2006604 kB
SwapCached:         9544 kB
Active:          2555896 kB
Inactive:        3924880 kB
Active(anon):    1515696 kB
Inactive(anon):  1365336 kB
Active(file):    1040200 kB
Inactive(file):  2559544 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             38536 kB
Writeback:            88 kB
AnonPages:       2770332 kB
Mapped:           126084 kB
Shmem:               404 kB
KReclaimable:    1097788 kB
Slab:            1223176 kB
SReclaimable:    1097788 kB
SUnreclaim:       125388 kB
KernelStack:       12096 kB
PageTables:        16124 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8800448 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1363968 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
