MemTotal:        8025424 kB
MemFree:          164076 kB
MemAvailable:    4371716 kB
Buffers:         1595976 kB
Cached:          1746132 kB
SwapCached:          836 kB
Active:          1498644 kB
Inactive:        5037344 kB
Active(anon):    1312216 kB
Inactive(anon):  1881952 kB
Active(file):     186428 kB
Inactive(file):  3155392 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         979044 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             46356 kB
Writeback:             0 kB
AnonPages:       3102296 kB
Mapped:           177240 kB
Shmem:               288 kB
KReclaimable:    1068792 kB
Slab:            1190640 kB
SReclaimable:    1068792 kB
SUnreclaim:       121848 kB
KernelStack:       12576 kB
PageTables:        16448 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9603480 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1507328 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
