MemTotal:        8025424 kB
MemFree:          246444 kB
MemAvailable:    4622904 kB
Buffers:         1485328 kB
Cached:          2008480 kB
SwapCached:        14484 kB
Active:          2464460 kB
Inactive:        3949260 kB
Active(anon):    2166024 kB
Inactive(anon):   754188 kB
Active(file):     298436 kB
Inactive(file):  3195072 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         738792 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             13536 kB
Writeback:             0 kB
AnonPages:       2818364 kB
Mapped:           132872 kB
Shmem:               216 kB
KReclaimable:    1085924 kB
Slab:            1209248 kB
SReclaimable:    1085924 kB
SUnreclaim:       123324 kB
KernelStack:       12080 kB
PageTables:        15912 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8794248 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1454080 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
