2025-12-22 13:06:13,106
2025-12-22 13:06:48,119
2025-12-22 13:07:21,135
2025-12-22 13:07:58,149
2025-12-22 13:08:35,165
2025-12-22 13:09:10,179
2025-12-22 13:09:47,195
2025-12-22 13:10:23,213
2025-12-22 13:10:58,231
2025-12-22 13:11:34,247
2025-12-22 13:12:12,266
2025-12-22 13:12:50,283
2025-12-22 13:13:29,302
2025-12-22 13:14:06,321
2025-12-22 13:14:45,336
2025-12-22 13:15:26,352
2025-12-22 13:16:07,367
2025-12-22 13:16:49,382
2025-12-22 13:17:30,398
2025-12-22 13:18:14,415
2025-12-22 13:18:55,433
2025-12-22 13:19:40,451
2025-12-22 13:20:22,468
2025-12-22 13:21:04,486
2025-12-22 13:21:47,504
2025-12-22 13:22:30,523
2025-12-22 13:23:14,540
2025-12-22 13:24:01,557
2025-12-22 13:24:48,574
2025-12-22 13:25:37,593
2025-12-22 13:26:23,612
2025-12-22 13:27:09,628
2025-12-22 13:27:58,648
2025-12-22 13:28:45,667
2025-12-22 13:29:39,689
2025-12-22 13:30:28,708
2025-12-22 13:31:15,731
2025-12-22 13:32:03,753
2025-12-22 13:32:58,770
2025-12-22 13:33:51,788
2025-12-22 13:34:45,808
2025-12-22 13:35:39,827
2025-12-22 13:36:32,846
2025-12-22 13:37:32,866
2025-12-22 13:38:28,886
2025-12-22 13:39:22,908
2025-12-22 13:40:22,931
2025-12-22 13:41:23,950
2025-12-22 13:42:21,973
2025-12-22 13:43:23,993
2025-12-22 13:44:29,1012
2025-12-22 13:45:37,1032
2025-12-22 13:46:40,1050
2025-12-22 13:47:48,1071
2025-12-22 13:48:52,1092
2025-12-22 13:50:04,1114
2025-12-22 13:51:05,1135
2025-12-22 13:52:12,1157
2025-12-22 13:53:19,1180
2025-12-22 13:54:27,1205
2025-12-22 13:55:34,1229
2025-12-22 13:56:44,1254
2025-12-22 13:57:55,1277
2025-12-22 13:59:17,1301
2025-12-22 14:00:32,1324
2025-12-22 14:01:51,1346
2025-12-22 14:03:13,1368
2025-12-22 14:04:33,1402
2025-12-22 14:05:33,1436
2025-12-22 14:06:42,1467
2025-12-22 14:07:47,1500
2025-12-22 14:08:52,1529
2025-12-22 14:10:08,1560
2025-12-22 14:11:16,1595
2025-12-22 14:12:27,1625
2025-12-22 14:13:41,1655
2025-12-22 14:15:00,1685
2025-12-22 14:16:12,1717
2025-12-22 14:17:28,1748
2025-12-22 14:18:43,1777
2025-12-22 14:20:02,1808
2025-12-22 14:21:27,1843
2025-12-22 14:22:52,1876
2025-12-22 14:24:13,1913
2025-12-22 14:25:38,1942
2025-12-22 14:27:11,1975
2025-12-22 14:28:43,2014
2025-12-22 14:29:56,2051
2025-12-22 14:31:15,2093
2025-12-22 14:32:33,2130
2025-12-22 14:33:53,2172
2025-12-22 14:35:19,2209
2025-12-22 14:36:46,2247
2025-12-22 14:38:10,2286
2025-12-22 14:39:32,2324
2025-12-22 14:40:51,2365
2025-12-22 14:42:19,2408
2025-12-22 14:43:56,2453
2025-12-22 14:45:26,2498
2025-12-22 14:46:47,2540
2025-12-22 14:48:21,2581
2025-12-22 14:49:52,2621
2025-12-22 14:51:22,2662
2025-12-22 14:52:51,2706
2025-12-22 14:54:30,2752
2025-12-22 14:56:03,2795
2025-12-22 14:57:44,2840
2025-12-22 14:59:19,2883
2025-12-22 15:00:55,2927
2025-12-22 15:02:31,2972
2025-12-22 15:04:13,3021
2025-12-22 15:05:51,3063
2025-12-22 15:07:36,3109
2025-12-22 15:09:28,3159
2025-12-22 15:11:19,3205
2025-12-22 15:13:04,3253
2025-12-22 15:14:50,3303
2025-12-22 15:16:34,3346
2025-12-22 15:18:35,3394
2025-12-22 15:20:32,3441
2025-12-22 15:22:44,3494
2025-12-22 15:24:45,3542
2025-12-22 15:26:56,3590
2025-12-22 15:29:41,3644
2025-12-22 15:32:12,3696
2025-12-22 15:34:52,3756
2025-12-22 15:37:13,3811
2025-12-22 15:39:29,3864
2025-12-22 15:41:57,3922
2025-12-22 15:44:17,3975
2025-12-22 15:47:45,4049
2025-12-22 15:50:56,4112
2025-12-22 15:53:57,4171
2025-12-22 15:56:43,4224
2025-12-22 15:59:16,4283
2025-12-22 16:02:32,4350
2025-12-22 16:05:29,4411
2025-12-22 16:08:23,4478
2025-12-22 16:10:46,4540
2025-12-22 16:13:28,4602
2025-12-22 16:16:19,4668
2025-12-22 16:20:14,4745
2025-12-22 16:24:31,4835
2025-12-22 16:27:16,4899
2025-12-22 16:30:00,4961
2025-12-22 16:32:45,5028
2025-12-22 16:35:38,5087
2025-12-22 16:38:48,5159
2025-12-22 16:42:04,5230
2025-12-22 16:45:17,5301
2025-12-22 16:48:37,5373
