2025-12-22 13:09:34,297.3MiB / 7.654GiB,3.79%,94.99%,5.26MB / 2.5MB,148MB / 434kB
2025-12-22 13:09:46,297.5MiB / 7.654GiB,3.80%,101.30%,5.44MB / 2.59MB,148MB / 446kB
2025-12-22 13:09:57,242.8MiB / 7.654GiB,3.10%,87.96%,5.61MB / 2.67MB,148MB / 459kB
2025-12-22 13:10:10,243MiB / 7.654GiB,3.10%,99.24%,5.78MB / 2.75MB,148MB / 471kB
2025-12-22 13:10:22,244.9MiB / 7.654GiB,3.12%,101.20%,5.93MB / 2.82MB,148MB / 471kB
2025-12-22 13:10:34,243.2MiB / 7.654GiB,3.10%,97.46%,6.1MB / 2.9MB,148MB / 483kB
2025-12-22 13:10:45,243.4MiB / 7.654GiB,3.11%,112.13%,6.27MB / 2.98MB,148MB / 496kB
2025-12-22 13:10:57,245MiB / 7.654GiB,3.13%,92.44%,6.44MB / 3.06MB,148MB / 508kB
2025-12-22 13:11:08,243.7MiB / 7.654GiB,3.11%,100.01%,6.61MB / 3.14MB,148MB / 508kB
2025-12-22 13:11:21,243.9MiB / 7.654GiB,3.11%,100.91%,6.76MB / 3.21MB,148MB / 520kB
2025-12-22 13:11:33,244MiB / 7.654GiB,3.11%,95.62%,6.92MB / 3.29MB,148MB / 532kB
2025-12-22 13:11:44,244.1MiB / 7.654GiB,3.11%,107.88%,7.08MB / 3.36MB,148MB / 532kB
2025-12-22 13:11:56,244.3MiB / 7.654GiB,3.12%,93.70%,7.24MB / 3.44MB,148MB / 545kB
2025-12-22 13:12:07,244.7MiB / 7.654GiB,3.12%,104.87%,7.42MB / 3.52MB,148MB / 557kB
2025-12-22 13:12:20,244.6MiB / 7.654GiB,3.12%,99.36%,7.57MB / 3.6MB,148MB / 569kB
2025-12-22 13:12:32,245MiB / 7.654GiB,3.13%,95.29%,7.73MB / 3.67MB,148MB / 582kB
2025-12-22 13:12:44,244.9MiB / 7.654GiB,3.12%,103.07%,7.89MB / 3.74MB,148MB / 582kB
2025-12-22 13:12:55,246.2MiB / 7.654GiB,3.14%,100.00%,8.03MB / 3.81MB,148MB / 594kB
2025-12-22 13:13:07,245.4MiB / 7.654GiB,3.13%,100.70%,8.19MB / 3.88MB,148MB / 606kB
2025-12-22 13:13:18,245.3MiB / 7.654GiB,3.13%,91.26%,8.36MB / 3.97MB,148MB / 618kB
2025-12-22 13:13:30,245.7MiB / 7.654GiB,3.13%,96.64%,8.54MB / 4.05MB,148MB / 618kB
2025-12-22 13:13:42,245.6MiB / 7.654GiB,3.13%,100.70%,8.7MB / 4.13MB,148MB / 631kB
2025-12-22 13:13:53,245.7MiB / 7.654GiB,3.14%,101.35%,8.89MB / 4.23MB,148MB / 643kB
2025-12-22 13:14:05,245.9MiB / 7.654GiB,3.14%,103.67%,9.04MB / 4.3MB,148MB / 655kB
2025-12-22 13:14:17,246MiB / 7.654GiB,3.14%,89.61%,9.18MB / 4.35MB,148MB / 655kB
2025-12-22 13:14:28,246.2MiB / 7.654GiB,3.14%,104.15%,9.33MB / 4.43MB,148MB / 668kB
2025-12-22 13:14:40,246.3MiB / 7.654GiB,3.14%,101.11%,9.48MB / 4.5MB,148MB / 680kB
2025-12-22 13:14:52,248.5MiB / 7.654GiB,3.17%,107.78%,9.61MB / 4.55MB,148MB / 692kB
2025-12-22 13:15:04,251.3MiB / 7.654GiB,3.21%,93.79%,9.76MB / 4.62MB,148MB / 705kB
2025-12-22 13:15:15,257.3MiB / 7.654GiB,3.28%,93.77%,9.91MB / 4.69MB,148MB / 705kB
2025-12-22 13:15:27,276.2MiB / 7.654GiB,3.52%,96.35%,10.1MB / 4.75MB,148MB / 717kB
2025-12-22 13:15:39,290.6MiB / 7.654GiB,3.71%,103.85%,10.2MB / 4.81MB,148MB / 729kB
2025-12-22 13:15:51,290.7MiB / 7.654GiB,3.71%,105.16%,10.4MB / 4.89MB,148MB / 729kB
2025-12-22 13:16:03,291.9MiB / 7.654GiB,3.72%,96.16%,10.5MB / 4.94MB,148MB / 741kB
2025-12-22 13:16:14,291MiB / 7.654GiB,3.71%,117.21%,10.6MB / 5.01MB,148MB / 754kB
2025-12-22 13:16:26,291.1MiB / 7.654GiB,3.71%,103.69%,10.8MB / 5.07MB,148MB / 766kB
2025-12-22 13:16:37,281.2MiB / 7.654GiB,3.59%,87.41%,10.9MB / 5.14MB,148MB / 778kB
2025-12-22 13:16:50,281.4MiB / 7.654GiB,3.59%,107.45%,11.1MB / 5.22MB,148MB / 778kB
2025-12-22 13:17:02,284.1MiB / 7.654GiB,3.62%,92.52%,11.2MB / 5.27MB,148MB / 791kB
2025-12-22 13:17:14,283.6MiB / 7.654GiB,3.62%,105.94%,11.4MB / 5.34MB,148MB / 803kB
2025-12-22 13:17:25,281.8MiB / 7.654GiB,3.60%,107.11%,11.5MB / 5.41MB,148MB / 815kB
2025-12-22 13:17:37,283.4MiB / 7.654GiB,3.62%,105.95%,11.6MB / 5.46MB,148MB / 815kB
2025-12-22 13:17:49,282.1MiB / 7.654GiB,3.60%,101.72%,11.8MB / 5.53MB,148MB / 827kB
2025-12-22 13:18:01,282MiB / 7.654GiB,3.60%,95.92%,12MB / 5.6MB,148MB / 840kB
2025-12-22 13:18:13,282.3MiB / 7.654GiB,3.60%,104.84%,12.1MB / 5.68MB,148MB / 852kB
2025-12-22 13:18:24,282.4MiB / 7.654GiB,3.60%,98.20%,12.3MB / 5.74MB,148MB / 864kB
2025-12-22 13:18:36,283.7MiB / 7.654GiB,3.62%,95.51%,12.4MB / 5.81MB,148MB / 864kB
2025-12-22 13:18:48,282.7MiB / 7.654GiB,3.61%,106.12%,12.6MB / 5.89MB,148MB / 877kB
2025-12-22 13:19:00,283.1MiB / 7.654GiB,3.61%,91.14%,12.7MB / 5.96MB,148MB / 889kB
2025-12-22 13:19:12,283.3MiB / 7.654GiB,3.61%,100.25%,12.9MB / 6.01MB,148MB / 901kB
2025-12-22 13:19:24,283.2MiB / 7.654GiB,3.61%,101.62%,13MB / 6.1MB,148MB / 901kB
2025-12-22 13:19:35,283.3MiB / 7.654GiB,3.62%,101.57%,13.2MB / 6.17MB,148MB / 913kB
2025-12-22 13:19:47,283.5MiB / 7.654GiB,3.62%,109.09%,13.3MB / 6.23MB,148MB / 926kB
2025-12-22 13:19:58,283.8MiB / 7.654GiB,3.62%,98.52%,13.5MB / 6.3MB,148MB / 926kB
2025-12-22 13:20:11,283.9MiB / 7.654GiB,3.62%,103.40%,13.7MB / 6.37MB,148MB / 950kB
2025-12-22 13:20:23,284MiB / 7.654GiB,3.62%,88.04%,13.8MB / 6.45MB,148MB / 950kB
2025-12-22 13:20:34,284.2MiB / 7.654GiB,3.63%,101.79%,14MB / 6.51MB,148MB / 963kB
2025-12-22 13:20:46,284.3MiB / 7.654GiB,3.63%,107.35%,14.1MB / 6.58MB,148MB / 975kB
2025-12-22 13:20:57,284.7MiB / 7.654GiB,3.63%,98.54%,14.3MB / 6.66MB,148MB / 975kB
2025-12-22 13:21:10,284.6MiB / 7.654GiB,3.63%,92.16%,14.5MB / 6.74MB,148MB / 987kB
2025-12-22 13:21:22,244.4MiB / 7.654GiB,3.12%,94.27%,14.6MB / 6.8MB,148MB / 999kB
2025-12-22 13:21:34,244.3MiB / 7.654GiB,3.12%,105.19%,14.8MB / 6.88MB,148MB / 1.01MB
2025-12-22 13:21:45,244.5MiB / 7.654GiB,3.12%,98.46%,14.9MB / 6.95MB,148MB / 1.02MB
2025-12-22 13:21:57,244.6MiB / 7.654GiB,3.12%,96.33%,15.1MB / 7.01MB,148MB / 1.02MB
2025-12-22 13:22:09,244.8MiB / 7.654GiB,3.12%,105.84%,15.2MB / 7.09MB,148MB / 1.04MB
2025-12-22 13:22:21,245.2MiB / 7.654GiB,3.13%,100.15%,15.4MB / 7.17MB,148MB / 1.05MB
2025-12-22 13:22:33,245.1MiB / 7.654GiB,3.13%,102.93%,15.5MB / 7.24MB,148MB / 1.06MB
2025-12-22 13:22:44,245.2MiB / 7.654GiB,3.13%,100.91%,15.7MB / 7.3MB,148MB / 1.06MB
2025-12-22 13:22:56,245.6MiB / 7.654GiB,3.13%,98.03%,15.8MB / 7.37MB,148MB / 1.07MB
2025-12-22 13:23:07,245.5MiB / 7.654GiB,3.13%,100.20%,16MB / 7.44MB,148MB / 1.09MB
2025-12-22 13:23:20,245.9MiB / 7.654GiB,3.14%,87.50%,16.1MB / 7.49MB,148MB / 1.1MB
2025-12-22 13:23:32,245.8MiB / 7.654GiB,3.14%,102.68%,16.2MB / 7.55MB,148MB / 1.1MB
2025-12-22 13:23:44,246.1MiB / 7.654GiB,3.14%,96.96%,16.4MB / 7.62MB,148MB / 1.11MB
2025-12-22 13:23:55,246.1MiB / 7.654GiB,3.14%,101.90%,16.6MB / 7.69MB,148MB / 1.12MB
2025-12-22 13:24:07,247.3MiB / 7.654GiB,3.16%,103.20%,16.7MB / 7.75MB,148MB / 1.13MB
2025-12-22 13:24:19,249.6MiB / 7.654GiB,3.18%,102.13%,16.8MB / 7.8MB,148MB / 1.15MB
2025-12-22 13:24:31,246.8MiB / 7.654GiB,3.15%,108.26%,17MB / 7.88MB,148MB / 1.15MB
2025-12-22 13:24:43,246.7MiB / 7.654GiB,3.15%,94.94%,17.1MB / 7.95MB,148MB / 1.16MB
2025-12-22 13:24:54,248.8MiB / 7.654GiB,3.18%,109.00%,17.3MB / 8.01MB,150MB / 1.17MB
2025-12-22 13:25:06,250.8MiB / 7.654GiB,3.20%,92.74%,17.4MB / 8.06MB,150MB / 1.17MB
2025-12-22 13:25:18,255.3MiB / 7.654GiB,3.26%,93.35%,17.6MB / 8.14MB,150MB / 1.18MB
2025-12-22 13:25:30,260.1MiB / 7.654GiB,3.32%,102.39%,17.7MB / 8.21MB,150MB / 1.2MB
2025-12-22 13:25:42,260MiB / 7.654GiB,3.32%,99.28%,17.9MB / 8.28MB,150MB / 1.79MB
2025-12-22 13:25:54,253.4MiB / 7.654GiB,3.23%,100.68%,18MB / 8.34MB,151MB / 2.24MB
2025-12-22 13:26:05,253.5MiB / 7.654GiB,3.23%,91.78%,18.2MB / 8.41MB,151MB / 2.24MB
2025-12-22 13:26:17,253.6MiB / 7.654GiB,3.24%,101.84%,18.3MB / 8.48MB,151MB / 2.26MB
2025-12-22 13:26:29,253.8MiB / 7.654GiB,3.24%,96.34%,18.5MB / 8.55MB,151MB / 2.27MB
2025-12-22 13:26:41,253.9MiB / 7.654GiB,3.24%,96.16%,18.6MB / 8.61MB,151MB / 2.28MB
2025-12-22 13:26:53,254MiB / 7.654GiB,3.24%,107.68%,18.8MB / 8.68MB,151MB / 2.28MB
2025-12-22 13:27:04,255.4MiB / 7.654GiB,3.26%,98.72%,18.9MB / 8.74MB,151MB / 2.29MB
2025-12-22 13:27:16,254.3MiB / 7.654GiB,3.25%,98.30%,19MB / 8.8MB,151MB / 2.31MB
2025-12-22 13:27:28,254.7MiB / 7.654GiB,3.25%,97.16%,19.2MB / 8.87MB,151MB / 2.32MB
2025-12-22 13:27:40,254.9MiB / 7.654GiB,3.25%,97.74%,19.4MB / 8.94MB,151MB / 2.32MB
2025-12-22 13:27:52,254.8MiB / 7.654GiB,3.25%,107.44%,19.5MB / 9.02MB,151MB / 2.33MB
2025-12-22 13:28:04,255.2MiB / 7.654GiB,3.26%,78.26%,19.7MB / 9.08MB,151MB / 2.34MB
2025-12-22 13:28:15,255.3MiB / 7.654GiB,3.26%,105.27%,19.8MB / 9.15MB,151MB / 2.36MB
2025-12-22 13:28:27,255.4MiB / 7.654GiB,3.26%,100.89%,20MB / 9.22MB,151MB / 2.37MB
2025-12-22 13:28:39,255.8MiB / 7.654GiB,3.26%,105.62%,20.1MB / 9.29MB,151MB / 2.37MB
2025-12-22 13:28:50,255.8MiB / 7.654GiB,3.26%,103.79%,20.3MB / 9.35MB,151MB / 2.38MB
2025-12-22 13:29:02,255.9MiB / 7.654GiB,3.26%,95.88%,20.4MB / 9.41MB,151MB / 2.39MB
2025-12-22 13:29:14,256.2MiB / 7.654GiB,3.27%,103.96%,20.5MB / 9.47MB,151MB / 2.4MB
2025-12-22 13:29:26,257.8MiB / 7.654GiB,3.29%,97.05%,20.7MB / 9.55MB,151MB / 2.4MB
2025-12-22 13:29:37,256.3MiB / 7.654GiB,3.27%,101.47%,20.9MB / 9.63MB,151MB / 2.42MB
2025-12-22 13:29:49,256.7MiB / 7.654GiB,3.28%,79.81%,21MB / 9.7MB,151MB / 2.43MB
2025-12-22 13:30:01,256.6MiB / 7.654GiB,3.27%,95.88%,21.2MB / 9.77MB,151MB / 2.44MB
2025-12-22 13:30:13,256.7MiB / 7.654GiB,3.28%,102.87%,21.3MB / 9.82MB,151MB / 2.44MB
2025-12-22 13:30:24,258.4MiB / 7.654GiB,3.30%,97.42%,21.5MB / 9.89MB,151MB / 3.05MB
2025-12-22 13:30:36,248.5MiB / 7.654GiB,3.17%,85.56%,21.6MB / 9.96MB,151MB / 11.9MB
2025-12-22 13:30:47,248.2MiB / 7.654GiB,3.17%,101.45%,21.8MB / 10MB,151MB / 14.8MB
2025-12-22 13:31:00,245.7MiB / 7.654GiB,3.14%,103.05%,22MB / 10.1MB,151MB / 15.8MB
2025-12-22 13:31:12,242.5MiB / 7.654GiB,3.09%,103.91%,22.1MB / 10.2MB,151MB / 18.8MB
2025-12-22 13:31:24,242.1MiB / 7.654GiB,3.09%,92.56%,22.3MB / 10.3MB,151MB / 18.9MB
2025-12-22 13:31:35,245.9MiB / 7.654GiB,3.14%,107.65%,22.4MB / 10.4MB,151MB / 20MB
2025-12-22 13:31:47,249.3MiB / 7.654GiB,3.18%,95.76%,22.6MB / 10.4MB,152MB / 22.5MB
2025-12-22 13:31:58,245.3MiB / 7.654GiB,3.13%,105.44%,22.8MB / 10.5MB,152MB / 22.8MB
2025-12-22 13:32:10,244.1MiB / 7.654GiB,3.11%,82.40%,22.9MB / 10.6MB,152MB / 25.4MB
2025-12-22 13:32:22,242.3MiB / 7.654GiB,3.09%,91.02%,23MB / 10.6MB,152MB / 27.6MB
2025-12-22 13:32:34,238.4MiB / 7.654GiB,3.04%,101.16%,23.1MB / 10.7MB,152MB / 30.8MB
2025-12-22 13:32:45,225.1MiB / 7.654GiB,2.87%,91.24%,23.3MB / 10.7MB,152MB / 32.6MB
2025-12-22 13:32:57,224.6MiB / 7.654GiB,2.87%,107.30%,23.4MB / 10.8MB,152MB / 32.6MB
2025-12-22 13:33:09,224.8MiB / 7.654GiB,2.87%,106.90%,23.6MB / 10.9MB,152MB / 32.6MB
2025-12-22 13:33:21,225MiB / 7.654GiB,2.87%,101.06%,23.7MB / 10.9MB,152MB / 32.6MB
2025-12-22 13:33:33,225.1MiB / 7.654GiB,2.87%,103.02%,23.9MB / 11MB,152MB / 32.6MB
2025-12-22 13:33:44,225.3MiB / 7.654GiB,2.87%,96.94%,24MB / 11MB,152MB / 32.6MB
2025-12-22 13:33:56,225.4MiB / 7.654GiB,2.88%,113.45%,24.1MB / 11.1MB,152MB / 32.6MB
2025-12-22 13:34:08,225.5MiB / 7.654GiB,2.88%,89.50%,24.3MB / 11.2MB,152MB / 32.7MB
2025-12-22 13:34:20,225.9MiB / 7.654GiB,2.88%,104.72%,24.4MB / 11.2MB,152MB / 32.7MB
2025-12-22 13:34:32,227.3MiB / 7.654GiB,2.90%,103.52%,24.6MB / 11.3MB,152MB / 32.7MB
2025-12-22 13:34:44,226MiB / 7.654GiB,2.88%,95.73%,24.7MB / 11.4MB,152MB / 32.7MB
2025-12-22 13:34:55,226.2MiB / 7.654GiB,2.89%,108.99%,24.9MB / 11.4MB,152MB / 32.7MB
2025-12-22 13:35:07,226.5MiB / 7.654GiB,2.89%,98.59%,25MB / 11.5MB,152MB / 32.7MB
2025-12-22 13:35:19,226.9MiB / 7.654GiB,2.90%,100.75%,25.2MB / 11.6MB,152MB / 32.7MB
2025-12-22 13:35:31,224.8MiB / 7.654GiB,2.87%,96.31%,25.3MB / 11.6MB,152MB / 33.8MB
2025-12-22 13:35:43,224.6MiB / 7.654GiB,2.87%,105.22%,25.5MB / 11.7MB,152MB / 35.5MB
2025-12-22 13:35:54,222.3MiB / 7.654GiB,2.84%,107.27%,25.6MB / 11.7MB,152MB / 37.5MB
2025-12-22 13:36:06,221.6MiB / 7.654GiB,2.83%,98.80%,25.7MB / 11.8MB,152MB / 38.5MB
2025-12-22 13:36:18,219.5MiB / 7.654GiB,2.80%,107.22%,25.9MB / 11.9MB,152MB / 40.2MB
2025-12-22 13:36:30,219MiB / 7.654GiB,2.79%,91.13%,26.1MB / 11.9MB,152MB / 41MB
2025-12-22 13:36:42,211.4MiB / 7.654GiB,2.70%,96.24%,26.2MB / 12MB,152MB / 47.6MB
2025-12-22 13:36:54,211.6MiB / 7.654GiB,2.70%,84.53%,26.3MB / 12.1MB,152MB / 47.6MB
2025-12-22 13:37:06,211.7MiB / 7.654GiB,2.70%,97.57%,26.4MB / 12.1MB,152MB / 47.6MB
2025-12-22 13:37:17,212.1MiB / 7.654GiB,2.71%,103.44%,26.6MB / 12.2MB,152MB / 47.7MB
2025-12-22 13:37:29,212MiB / 7.654GiB,2.71%,99.30%,26.8MB / 12.3MB,152MB / 47.7MB
2025-12-22 13:37:41,213.8MiB / 7.654GiB,2.73%,96.79%,26.9MB / 12.3MB,152MB / 47.7MB
2025-12-22 13:37:53,212.3MiB / 7.654GiB,2.71%,85.75%,27MB / 12.4MB,152MB / 47.7MB
2025-12-22 13:38:04,212.4MiB / 7.654GiB,2.71%,100.22%,27.2MB / 12.4MB,152MB / 47.7MB
2025-12-22 13:38:16,212.7MiB / 7.654GiB,2.71%,100.23%,27.3MB / 12.5MB,152MB / 47.7MB
2025-12-22 13:38:28,214.6MiB / 7.654GiB,2.74%,91.64%,27.5MB / 12.6MB,152MB / 47.7MB
2025-12-22 13:38:40,213MiB / 7.654GiB,2.72%,74.87%,27.6MB / 12.6MB,152MB / 47.7MB
2025-12-22 13:38:52,213.1MiB / 7.654GiB,2.72%,87.70%,27.7MB / 12.7MB,152MB / 47.7MB
2025-12-22 13:39:04,213.5MiB / 7.654GiB,2.72%,102.97%,27.9MB / 12.8MB,152MB / 47.7MB
2025-12-22 13:39:16,213.4MiB / 7.654GiB,2.72%,104.44%,28.1MB / 12.8MB,152MB / 47.8MB
2025-12-22 13:39:27,213.6MiB / 7.654GiB,2.72%,101.31%,28.2MB / 12.9MB,152MB / 47.8MB
2025-12-22 13:39:39,213.9MiB / 7.654GiB,2.73%,95.03%,28.3MB / 13MB,152MB / 47.8MB
2025-12-22 13:39:51,213.9MiB / 7.654GiB,2.73%,87.20%,28.5MB / 13MB,152MB / 47.8MB
2025-12-22 13:40:03,214MiB / 7.654GiB,2.73%,103.05%,28.6MB / 13.1MB,152MB / 47.8MB
2025-12-22 13:40:14,214.2MiB / 7.654GiB,2.73%,101.09%,28.8MB / 13.2MB,152MB / 47.8MB
2025-12-22 13:40:26,214.5MiB / 7.654GiB,2.74%,94.89%,28.9MB / 13.2MB,152MB / 47.8MB
2025-12-22 13:40:38,214.5MiB / 7.654GiB,2.74%,92.83%,29.1MB / 13.3MB,152MB / 47.8MB
2025-12-22 13:40:50,214.6MiB / 7.654GiB,2.74%,96.62%,29.2MB / 13.3MB,152MB / 47.8MB
2025-12-22 13:41:03,215MiB / 7.654GiB,2.74%,103.24%,29.4MB / 13.4MB,152MB / 47.8MB
2025-12-22 13:41:14,214.9MiB / 7.654GiB,2.74%,99.73%,29.5MB / 13.5MB,152MB / 47.8MB
2025-12-22 13:41:26,215.1MiB / 7.654GiB,2.74%,85.28%,29.6MB / 13.5MB,152MB / 47.8MB
2025-12-22 13:41:37,215.2MiB / 7.654GiB,2.75%,90.12%,29.8MB / 13.6MB,152MB / 47.8MB
2025-12-22 13:41:49,218.2MiB / 7.654GiB,2.78%,100.42%,29.9MB / 13.6MB,152MB / 52.4MB
2025-12-22 13:42:01,219.8MiB / 7.654GiB,2.80%,105.39%,30.1MB / 13.7MB,152MB / 56.4MB
2025-12-22 13:42:13,219.9MiB / 7.654GiB,2.81%,99.70%,30.2MB / 13.8MB,152MB / 56.5MB
2025-12-22 13:42:25,220MiB / 7.654GiB,2.81%,87.49%,30.4MB / 13.9MB,152MB / 56.6MB
2025-12-22 13:42:36,220.2MiB / 7.654GiB,2.81%,96.30%,30.5MB / 13.9MB,153MB / 56.6MB
2025-12-22 13:42:48,214.1MiB / 7.654GiB,2.73%,84.17%,30.6MB / 14MB,153MB / 56.7MB
2025-12-22 13:43:00,215.3MiB / 7.654GiB,2.75%,114.92%,30.8MB / 14MB,153MB / 56.7MB
2025-12-22 13:43:12,215.7MiB / 7.654GiB,2.75%,99.13%,30.9MB / 14.1MB,153MB / 56.7MB
2025-12-22 13:43:24,214.5MiB / 7.654GiB,2.74%,98.39%,31MB / 14.2MB,153MB / 56.7MB
2025-12-22 13:43:36,214.6MiB / 7.654GiB,2.74%,105.03%,31.2MB / 14.2MB,153MB / 56.7MB
2025-12-22 13:43:47,214.8MiB / 7.654GiB,2.74%,87.47%,31.3MB / 14.3MB,153MB / 56.8MB
2025-12-22 13:43:59,214.9MiB / 7.654GiB,2.74%,108.19%,31.4MB / 14.3MB,153MB / 56.8MB
2025-12-22 13:44:11,215.1MiB / 7.654GiB,2.74%,108.92%,31.5MB / 14.4MB,153MB / 56.8MB
2025-12-22 13:44:23,215.5MiB / 7.654GiB,2.75%,103.70%,31.7MB / 14.4MB,153MB / 56.8MB
2025-12-22 13:44:35,215.3MiB / 7.654GiB,2.75%,92.33%,31.8MB / 14.5MB,153MB / 56.8MB
2025-12-22 13:44:46,215.5MiB / 7.654GiB,2.75%,88.63%,31.9MB / 14.5MB,153MB / 56.8MB
2025-12-22 13:44:58,215.6MiB / 7.654GiB,2.75%,85.22%,32MB / 14.6MB,153MB / 56.8MB
2025-12-22 13:45:10,216.1MiB / 7.654GiB,2.76%,93.22%,32.2MB / 14.6MB,153MB / 56.8MB
2025-12-22 13:45:22,216MiB / 7.654GiB,2.76%,102.52%,32.3MB / 14.7MB,153MB / 56.8MB
2025-12-22 13:45:34,216.5MiB / 7.654GiB,2.76%,96.75%,32.5MB / 14.8MB,153MB / 56.8MB
2025-12-22 13:45:46,216.2MiB / 7.654GiB,2.76%,91.27%,32.6MB / 14.8MB,153MB / 56.8MB
2025-12-22 13:45:57,216.4MiB / 7.654GiB,2.76%,108.11%,32.7MB / 14.9MB,153MB / 56.9MB
2025-12-22 13:46:09,216.5MiB / 7.654GiB,2.76%,100.23%,32.9MB / 14.9MB,153MB / 56.9MB
2025-12-22 13:46:20,216.7MiB / 7.654GiB,2.77%,103.64%,33MB / 15MB,153MB / 56.9MB
2025-12-22 13:46:32,216.8MiB / 7.654GiB,2.77%,98.25%,33.1MB / 15MB,153MB / 56.9MB
2025-12-22 13:46:44,217.3MiB / 7.654GiB,2.77%,92.91%,33.3MB / 15.1MB,153MB / 56.9MB
2025-12-22 13:46:56,217.4MiB / 7.654GiB,2.77%,112.06%,33.4MB / 15.2MB,153MB / 56.9MB
2025-12-22 13:47:07,219.1MiB / 7.654GiB,2.80%,104.00%,33.5MB / 15.2MB,153MB / 56.9MB
2025-12-22 13:47:19,217.4MiB / 7.654GiB,2.77%,100.05%,33.6MB / 15.3MB,153MB / 56.9MB
2025-12-22 13:47:32,217.5MiB / 7.654GiB,2.78%,99.23%,33.7MB / 15.3MB,153MB / 56.9MB
2025-12-22 13:47:43,217.7MiB / 7.654GiB,2.78%,104.40%,33.9MB / 15.4MB,153MB / 56.9MB
2025-12-22 13:47:55,217.8MiB / 7.654GiB,2.78%,116.87%,34MB / 15.4MB,153MB / 56.9MB
2025-12-22 13:48:06,218.2MiB / 7.654GiB,2.78%,101.91%,34.2MB / 15.5MB,153MB / 57MB
2025-12-22 13:48:18,218.1MiB / 7.654GiB,2.78%,94.76%,34.3MB / 15.5MB,153MB / 57MB
2025-12-22 13:48:31,218.5MiB / 7.654GiB,2.79%,96.31%,34.4MB / 15.6MB,153MB / 57MB
2025-12-22 13:48:43,218.4MiB / 7.654GiB,2.79%,106.08%,34.6MB / 15.7MB,153MB / 57MB
2025-12-22 13:48:54,218.9MiB / 7.654GiB,2.79%,95.39%,34.7MB / 15.7MB,153MB / 57MB
2025-12-22 13:49:06,218.7MiB / 7.654GiB,2.79%,107.31%,34.8MB / 15.8MB,153MB / 57.4MB
2025-12-22 13:49:17,218.6MiB / 7.654GiB,2.79%,106.28%,35MB / 15.8MB,153MB / 57.4MB
2025-12-22 13:49:29,216.8MiB / 7.654GiB,2.77%,102.09%,35.1MB / 15.9MB,153MB / 59.3MB
2025-12-22 13:49:42,220MiB / 7.654GiB,2.81%,103.93%,35.2MB / 15.9MB,153MB / 60MB
2025-12-22 13:49:53,226.7MiB / 7.654GiB,2.89%,92.79%,35.4MB / 16MB,154MB / 61MB
2025-12-22 13:50:05,225.6MiB / 7.654GiB,2.88%,96.28%,35.5MB / 16.1MB,154MB / 61.1MB
2025-12-22 13:50:16,214.8MiB / 7.654GiB,2.74%,92.95%,35.7MB / 16.1MB,154MB / 61.1MB
2025-12-22 13:50:28,213.6MiB / 7.654GiB,2.73%,101.06%,35.8MB / 16.2MB,154MB / 61.1MB
2025-12-22 13:50:40,213.5MiB / 7.654GiB,2.72%,104.78%,36MB / 16.3MB,154MB / 61.1MB
2025-12-22 13:50:53,213.7MiB / 7.654GiB,2.73%,99.83%,36.1MB / 16.3MB,154MB / 61.1MB
2025-12-22 13:51:04,214.1MiB / 7.654GiB,2.73%,109.20%,36.3MB / 16.4MB,154MB / 61.1MB
2025-12-22 13:51:16,215.8MiB / 7.654GiB,2.75%,87.80%,36.4MB / 16.5MB,154MB / 61.1MB
2025-12-22 13:51:27,214.2MiB / 7.654GiB,2.73%,96.77%,36.5MB / 16.5MB,154MB / 61.2MB
2025-12-22 13:51:39,214.6MiB / 7.654GiB,2.74%,95.46%,36.6MB / 16.6MB,154MB / 61.2MB
2025-12-22 13:51:52,214.5MiB / 7.654GiB,2.74%,95.69%,36.8MB / 16.6MB,154MB / 61.2MB
2025-12-22 13:52:03,214.6MiB / 7.654GiB,2.74%,104.82%,36.9MB / 16.7MB,154MB / 61.2MB
2025-12-22 13:52:15,214.8MiB / 7.654GiB,2.74%,91.54%,37.1MB / 16.8MB,154MB / 61.2MB
2025-12-22 13:52:26,214.9MiB / 7.654GiB,2.74%,100.32%,37.2MB / 16.8MB,154MB / 61.2MB
2025-12-22 13:52:38,214.9MiB / 7.654GiB,2.74%,94.09%,37.4MB / 16.9MB,154MB / 61.2MB
2025-12-22 13:52:51,215.4MiB / 7.654GiB,2.75%,105.10%,37.5MB / 16.9MB,154MB / 61.2MB
2025-12-22 13:53:03,215.5MiB / 7.654GiB,2.75%,105.91%,37.6MB / 17MB,154MB / 61.2MB
2025-12-22 13:53:14,215.9MiB / 7.654GiB,2.75%,109.94%,37.8MB / 17.1MB,154MB / 61.2MB
2025-12-22 13:53:26,215.8MiB / 7.654GiB,2.75%,102.95%,37.9MB / 17.1MB,154MB / 61.2MB
2025-12-22 13:53:37,216.2MiB / 7.654GiB,2.76%,101.03%,38.1MB / 17.2MB,154MB / 61.3MB
2025-12-22 13:53:49,216.1MiB / 7.654GiB,2.76%,88.59%,38.2MB / 17.2MB,154MB / 61.3MB
2025-12-22 13:54:01,217.7MiB / 7.654GiB,2.78%,102.07%,38.3MB / 17.3MB,154MB / 61.3MB
2025-12-22 13:54:13,216.6MiB / 7.654GiB,2.76%,100.27%,38.5MB / 17.4MB,154MB / 61.3MB
2025-12-22 13:54:25,216.8MiB / 7.654GiB,2.77%,105.35%,38.7MB / 17.5MB,154MB / 61.3MB
