MemTotal:        8025424 kB
MemFree:          216432 kB
MemAvailable:    5314464 kB
Buffers:         1066160 kB
Cached:          1887764 kB
SwapCached:        41480 kB
Active:          1815116 kB
Inactive:        3345812 kB
Active(anon):    1437132 kB
Inactive(anon):   770096 kB
Active(file):     377984 kB
Inactive(file):  2575716 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         157400 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             31448 kB
Writeback:             0 kB
AnonPages:       2130980 kB
Mapped:           122856 kB
Shmem:               168 kB
KReclaimable:    2347304 kB
Slab:            2524928 kB
SReclaimable:    2347304 kB
SUnreclaim:       177624 kB
KernelStack:       12736 kB
PageTables:        17524 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:   10705160 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    153600 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
