MemTotal:        8025424 kB
MemFree:          478560 kB
MemAvailable:    5276636 kB
Buffers:          956736 kB
Cached:          1831164 kB
SwapCached:        47152 kB
Active:          1510824 kB
Inactive:        3542028 kB
Active(anon):    1271932 kB
Inactive(anon):   993392 kB
Active(file):     238892 kB
Inactive(file):  2548636 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         501096 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              6384 kB
Writeback:            88 kB
AnonPages:       2196572 kB
Mapped:           197708 kB
Shmem:               220 kB
KReclaimable:    2213520 kB
Slab:            2387516 kB
SReclaimable:    2213520 kB
SUnreclaim:       173996 kB
KernelStack:       12736 kB
PageTables:        16672 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9645652 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    149504 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
