MemTotal:        8025424 kB
MemFree:          173280 kB
MemAvailable:    5279252 kB
Buffers:         1278620 kB
Cached:          1697556 kB
SwapCached:        45788 kB
Active:          1495416 kB
Inactive:        3738316 kB
Active(anon):    1082500 kB
Inactive(anon):  1175224 kB
Active(file):     412916 kB
Inactive(file):  2563092 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         306784 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             24088 kB
Writeback:             4 kB
AnonPages:       2185256 kB
Mapped:           123256 kB
Shmem:               164 kB
KReclaimable:    2332936 kB
Slab:            2510644 kB
SReclaimable:    2332936 kB
SUnreclaim:       177708 kB
KernelStack:       12816 kB
PageTables:        17500 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:   10393560 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    153600 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
