MemTotal:        8025424 kB
MemFree:          273404 kB
MemAvailable:    5097060 kB
Buffers:         1323576 kB
Cached:          1691104 kB
SwapCached:        30784 kB
Active:          2053924 kB
Inactive:        3326344 kB
Active(anon):    1263588 kB
Inactive(anon):  1102228 kB
Active(file):     790336 kB
Inactive(file):  2224116 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         834792 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             53336 kB
Writeback:             0 kB
AnonPages:       2303064 kB
Mapped:           216520 kB
Shmem:               168 kB
KReclaimable:    2012176 kB
Slab:            2182408 kB
SReclaimable:    2012176 kB
SUnreclaim:       170232 kB
KernelStack:       12624 kB
PageTables:        16128 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9247892 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    153600 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
