MemTotal:        8025424 kB
MemFree:          326220 kB
MemAvailable:    5228772 kB
Buffers:         1116692 kB
Cached:          1772728 kB
SwapCached:        47488 kB
Active:          1423152 kB
Inactive:        3745636 kB
Active(anon):     996652 kB
Inactive(anon):  1283012 kB
Active(file):     426500 kB
Inactive(file):  2462624 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         500056 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             60468 kB
Writeback:             0 kB
AnonPages:       2210600 kB
Mapped:           191988 kB
Shmem:               248 kB
KReclaimable:    2216400 kB
Slab:            2391352 kB
SReclaimable:    2216400 kB
SUnreclaim:       174952 kB
KernelStack:       12768 kB
PageTables:        16724 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9314736 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    151552 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
