MemTotal:        8025424 kB
MemFree:          283832 kB
MemAvailable:    4672664 kB
Buffers:         1494528 kB
Cached:          2004152 kB
SwapCached:         9492 kB
Active:          2185308 kB
Inactive:        4217924 kB
Active(anon):    1500428 kB
Inactive(anon):  1404860 kB
Active(file):     684880 kB
Inactive(file):  2813064 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             20564 kB
Writeback:             0 kB
AnonPages:       2768336 kB
Mapped:           125744 kB
Shmem:               360 kB
KReclaimable:    1093860 kB
Slab:            1218772 kB
SReclaimable:    1093860 kB
SUnreclaim:       124912 kB
KernelStack:       12032 kB
PageTables:        16084 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8797660 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1359872 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
