MemTotal:        8025424 kB
MemFree:          209872 kB
MemAvailable:    4654960 kB
Buffers:         1366740 kB
Cached:          2193628 kB
SwapCached:         9272 kB
Active:          1980320 kB
Inactive:        4483684 kB
Active(anon):    1466972 kB
Inactive(anon):  1437052 kB
Active(file):     513348 kB
Inactive(file):  3046632 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             29556 kB
Writeback:            84 kB
AnonPages:       2761256 kB
Mapped:           123904 kB
Shmem:               288 kB
KReclaimable:    1088080 kB
Slab:            1212060 kB
SReclaimable:    1088080 kB
SUnreclaim:       123980 kB
KernelStack:       12032 kB
PageTables:        15888 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8794312 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1337344 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
