MemTotal:        8025424 kB
MemFree:          139900 kB
MemAvailable:    4613116 kB
Buffers:         1458880 kB
Cached:          2124956 kB
SwapCached:         9444 kB
Active:          2206240 kB
Inactive:        4348860 kB
Active(anon):    1566748 kB
Inactive(anon):  1404860 kB
Active(file):     639492 kB
Inactive(file):  2944000 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              7056 kB
Writeback:             0 kB
AnonPages:       2838852 kB
Mapped:           138460 kB
Shmem:               288 kB
KReclaimable:    1092696 kB
Slab:            1216672 kB
SReclaimable:    1092696 kB
SUnreclaim:       123976 kB
KernelStack:       12576 kB
PageTables:        16352 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9320444 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1363968 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
