rules-processing,2025-12-23_15:07:13,78.47%,190.1MiB / 7.654GiB,2.43%,18.5MB / 8.13MB,139MB / 53.9MB
rules-processing,2025-12-23_15:07:25,108.55%,190.3MiB / 7.654GiB,2.43%,18.6MB / 8.19MB,139MB / 53.9MB
rules-processing,2025-12-23_15:07:37,87.16%,190.4MiB / 7.654GiB,2.43%,18.7MB / 8.22MB,139MB / 53.9MB
rules-processing,2025-12-23_15:07:48,87.70%,190.8MiB / 7.654GiB,2.43%,18.8MB / 8.28MB,139MB / 53.9MB
rules-processing,2025-12-23_15:08:00,107.56%,189MiB / 7.654GiB,2.41%,19MB / 8.33MB,139MB / 55.7MB
rules-processing,2025-12-23_15:08:12,99.86%,189.4MiB / 7.654GiB,2.42%,19.1MB / 8.38MB,139MB / 55.9MB
rules-processing,2025-12-23_15:08:24,109.52%,191.1MiB / 7.654GiB,2.44%,19.2MB / 8.43MB,139MB / 56.4MB
rules-processing,2025-12-23_15:08:36,89.11%,188.3MiB / 7.654GiB,2.40%,19.3MB / 8.47MB,139MB / 56.4MB
rules-processing,2025-12-23_15:08:47,87.19%,188.7MiB / 7.654GiB,2.41%,19.4MB / 8.53MB,139MB / 56.4MB
rules-processing,2025-12-23_15:08:59,103.96%,188.6MiB / 7.654GiB,2.41%,19.6MB / 8.6MB,139MB / 56.5MB
rules-processing,2025-12-23_15:09:12,92.61%,188.8MiB / 7.654GiB,2.41%,19.7MB / 8.66MB,139MB / 56.5MB
rules-processing,2025-12-23_15:09:24,85.54%,188.9MiB / 7.654GiB,2.41%,19.9MB / 8.71MB,139MB / 56.5MB
rules-processing,2025-12-23_15:09:36,96.08%,189.1MiB / 7.654GiB,2.41%,20MB / 8.76MB,139MB / 56.5MB
rules-processing,2025-12-23_15:09:47,100.44%,189.2MiB / 7.654GiB,2.41%,20.1MB / 8.82MB,139MB / 56.5MB
rules-processing,2025-12-23_15:09:59,117.57%,189.4MiB / 7.654GiB,2.42%,20.3MB / 8.88MB,139MB / 56.5MB
rules-processing,2025-12-23_15:10:13,99.19%,189.5MiB / 7.654GiB,2.42%,20.4MB / 8.94MB,139MB / 56.5MB
rules-processing,2025-12-23_15:10:25,106.76%,192.2MiB / 7.654GiB,2.45%,20.6MB / 9.01MB,139MB / 56.5MB
rules-processing,2025-12-23_15:10:36,96.58%,190.1MiB / 7.654GiB,2.43%,20.7MB / 9.07MB,139MB / 56.5MB
rules-processing,2025-12-23_15:10:48,97.70%,190MiB / 7.654GiB,2.42%,20.8MB / 9.13MB,139MB / 56.5MB
rules-processing,2025-12-23_15:11:00,105.53%,190.1MiB / 7.654GiB,2.43%,21MB / 9.19MB,139MB / 56.5MB
rules-processing,2025-12-23_15:11:12,97.11%,192.1MiB / 7.654GiB,2.45%,21.1MB / 9.25MB,139MB / 56.5MB
rules-processing,2025-12-23_15:11:24,102.07%,191.7MiB / 7.654GiB,2.45%,21.3MB / 9.31MB,139MB / 56.6MB
rules-processing,2025-12-23_15:11:36,98.55%,190.6MiB / 7.654GiB,2.43%,21.4MB / 9.38MB,139MB / 56.6MB
rules-processing,2025-12-23_15:11:47,106.27%,191MiB / 7.654GiB,2.44%,21.5MB / 9.44MB,139MB / 56.6MB
rules-processing,2025-12-23_15:11:59,100.44%,190.9MiB / 7.654GiB,2.44%,21.7MB / 9.48MB,139MB / 56.6MB
rules-processing,2025-12-23_15:12:11,100.01%,191MiB / 7.654GiB,2.44%,21.8MB / 9.55MB,139MB / 56.6MB
rules-processing,2025-12-23_15:12:23,97.54%,193.7MiB / 7.654GiB,2.47%,21.9MB / 9.62MB,140MB / 58.9MB
rules-processing,2025-12-23_15:12:35,100.76%,195.1MiB / 7.654GiB,2.49%,22.1MB / 9.69MB,140MB / 59.5MB
rules-processing,2025-12-23_15:12:46,106.68%,195MiB / 7.654GiB,2.49%,22.3MB / 9.77MB,140MB / 59.5MB
rules-processing,2025-12-23_15:12:58,104.24%,195.4MiB / 7.654GiB,2.49%,22.4MB / 9.84MB,140MB / 59.6MB
rules-processing,2025-12-23_15:13:10,98.36%,195.7MiB / 7.654GiB,2.50%,22.6MB / 9.92MB,140MB / 59.6MB
rules-processing,2025-12-23_15:13:22,104.27%,195.9MiB / 7.654GiB,2.50%,22.8MB / 10MB,140MB / 59.6MB
rules-processing,2025-12-23_15:13:34,100.27%,196.1MiB / 7.654GiB,2.50%,22.9MB / 10.1MB,140MB / 59.6MB
rules-processing,2025-12-23_15:13:46,101.94%,196MiB / 7.654GiB,2.50%,23.1MB / 10.2MB,140MB / 59.6MB
rules-processing,2025-12-23_15:13:57,95.74%,196.3MiB / 7.654GiB,2.50%,23.2MB / 10.2MB,140MB / 59.6MB
rules-processing,2025-12-23_15:14:09,104.56%,196.4MiB / 7.654GiB,2.51%,23.4MB / 10.3MB,140MB / 59.6MB
rules-processing,2025-12-23_15:14:21,101.10%,196.9MiB / 7.654GiB,2.51%,23.5MB / 10.4MB,140MB / 59.6MB
rules-processing,2025-12-23_15:14:33,94.20%,196.9MiB / 7.654GiB,2.51%,23.7MB / 10.4MB,140MB / 59.6MB
