MemTotal:        8025424 kB
MemFree:          185928 kB
MemAvailable:    5242204 kB
Buffers:         1518684 kB
Cached:          1413076 kB
SwapCached:        42116 kB
Active:          1156916 kB
Inactive:        3978008 kB
Active(anon):    1027380 kB
Inactive(anon):  1176064 kB
Active(file):     129536 kB
Inactive(file):  2801944 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         287584 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             47216 kB
Writeback:             0 kB
AnonPages:       2134540 kB
Mapped:           130220 kB
Shmem:               124 kB
KReclaimable:    2327768 kB
Slab:            2505564 kB
SReclaimable:    2327768 kB
SUnreclaim:       177796 kB
KernelStack:       12784 kB
PageTables:        16700 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9526444 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    153600 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
