MemTotal:        8025424 kB
MemFree:          249728 kB
MemAvailable:    5250352 kB
Buffers:         1266376 kB
Cached:          1607916 kB
SwapCached:        46080 kB
Active:          1614468 kB
Inactive:        3533072 kB
Active(anon):    1098792 kB
Inactive(anon):  1174744 kB
Active(file):     515676 kB
Inactive(file):  2358328 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         308576 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             20212 kB
Writeback:             0 kB
AnonPages:       2200928 kB
Mapped:           121716 kB
Shmem:               172 kB
KReclaimable:    2329592 kB
Slab:            2507868 kB
SReclaimable:    2329592 kB
SUnreclaim:       178276 kB
KernelStack:       12704 kB
PageTables:        17244 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9542296 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    153600 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
