MemTotal:        8025424 kB
MemFree:          183396 kB
MemAvailable:    5178924 kB
Buffers:         1880524 kB
Cached:          1237400 kB
SwapCached:        29784 kB
Active:          1984760 kB
Inactive:        3453172 kB
Active(anon):    1207932 kB
Inactive(anon):  1112460 kB
Active(file):     776828 kB
Inactive(file):  2340712 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         834024 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             20320 kB
Writeback:           144 kB
AnonPages:       2257980 kB
Mapped:           214984 kB
Shmem:               112 kB
KReclaimable:    2080960 kB
Slab:            2251016 kB
SReclaimable:    2080960 kB
SUnreclaim:       170056 kB
KernelStack:       12704 kB
PageTables:        16124 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9236324 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    141312 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
