MemTotal:        8025424 kB
MemFree:          234208 kB
MemAvailable:    5115676 kB
Buffers:         1355048 kB
Cached:          1511896 kB
SwapCached:        48920 kB
Active:          1100748 kB
Inactive:        4161820 kB
Active(anon):     939016 kB
Inactive(anon):  1456904 kB
Active(file):     161732 kB
Inactive(file):  2704916 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         507736 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              2324 kB
Writeback:             0 kB
AnonPages:       2324752 kB
Mapped:           197784 kB
Shmem:               252 kB
KReclaimable:    2217792 kB
Slab:            2392956 kB
SReclaimable:    2217792 kB
SUnreclaim:       175164 kB
KernelStack:       13296 kB
PageTables:        17436 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9845416 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        5832 kB
VmallocChunk:          0 kB
Percpu:             4960 kB
AnonHugePages:    151552 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
