MemTotal:        8025424 kB
MemFree:          232972 kB
MemAvailable:    4952772 kB
Buffers:          914872 kB
Cached:          2785756 kB
SwapCached:         9948 kB
Active:          1920296 kB
Inactive:        4365856 kB
Active(anon):    1698656 kB
Inactive(anon):   887440 kB
Active(file):     221640 kB
Inactive(file):  3478416 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             22756 kB
Writeback:             0 kB
AnonPages:       2468008 kB
Mapped:           324632 kB
Shmem:               548 kB
KReclaimable:    1222716 kB
Slab:            1357100 kB
SReclaimable:    1222716 kB
SUnreclaim:       134384 kB
KernelStack:       12240 kB
PageTables:        14936 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8762396 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    464896 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
