MemTotal:        8025424 kB
MemFree:           90648 kB
MemAvailable:    4759540 kB
Buffers:          919520 kB
Cached:          2639104 kB
SwapCached:        11280 kB
Active:          1813404 kB
Inactive:        4520732 kB
Active(anon):    1588096 kB
Inactive(anon):  1188416 kB
Active(file):     225308 kB
Inactive(file):  3332316 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             35612 kB
Writeback:             0 kB
AnonPages:       2661268 kB
Mapped:           356596 kB
Shmem:               640 kB
KReclaimable:    1314240 kB
Slab:            1450448 kB
SReclaimable:    1314240 kB
SUnreclaim:       136208 kB
KernelStack:       12496 kB
PageTables:        15636 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8686400 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6132 kB
VmallocChunk:          0 kB
Percpu:             4840 kB
AnonHugePages:    491520 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
