MemTotal:        8025424 kB
MemFree:          189668 kB
MemAvailable:    5051468 kB
Buffers:         1209212 kB
Cached:          2630328 kB
SwapCached:         9920 kB
Active:          1853312 kB
Inactive:        4506272 kB
Active(anon):    1633040 kB
Inactive(anon):   887756 kB
Active(file):     220272 kB
Inactive(file):  3618516 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             10656 kB
Writeback:           212 kB
AnonPages:       2402992 kB
Mapped:           324316 kB
Shmem:               520 kB
KReclaimable:    1225984 kB
Slab:            1360376 kB
SReclaimable:    1225984 kB
SUnreclaim:       134392 kB
KernelStack:       12304 kB
PageTables:        15296 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9323440 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    464896 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
