MemTotal:        8025424 kB
MemFree:          250440 kB
MemAvailable:    4723292 kB
Buffers:         1529708 kB
Cached:          2052192 kB
SwapCached:         9512 kB
Active:          2239904 kB
Inactive:        4208756 kB
Active(anon):    1481516 kB
Inactive(anon):  1385860 kB
Active(file):     758388 kB
Inactive(file):  2822896 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             33536 kB
Writeback:             0 kB
AnonPages:       2754304 kB
Mapped:           125296 kB
Shmem:               348 kB
KReclaimable:    1094540 kB
Slab:            1214724 kB
SReclaimable:    1094540 kB
SUnreclaim:       120184 kB
KernelStack:       12192 kB
PageTables:        15744 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9082016 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1386496 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
