MemTotal:        8025424 kB
MemFree:          225628 kB
MemAvailable:    4699108 kB
Buffers:         1718088 kB
Cached:          1863252 kB
SwapCached:         9736 kB
Active:          1579760 kB
Inactive:        4893668 kB
Active(anon):    1385916 kB
Inactive(anon):  1506688 kB
Active(file):     193844 kB
Inactive(file):  3386980 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              5540 kB
Writeback:             0 kB
AnonPages:       2777288 kB
Mapped:           128036 kB
Shmem:               456 kB
KReclaimable:    1095628 kB
Slab:            1220848 kB
SReclaimable:    1095628 kB
SUnreclaim:       125220 kB
KernelStack:       12096 kB
PageTables:        16136 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9943348 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1353728 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
