MemTotal:        8025424 kB
MemFree:          132184 kB
MemAvailable:    4653304 kB
Buffers:         1681912 kB
Cached:          1945948 kB
SwapCached:         9628 kB
Active:          2689312 kB
Inactive:        3856760 kB
Active(anon):    1555692 kB
Inactive(anon):  1363020 kB
Active(file):    1133620 kB
Inactive(file):  2493740 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              8952 kB
Writeback:             0 kB
AnonPages:       2804080 kB
Mapped:           139224 kB
Shmem:               444 kB
KReclaimable:    1096732 kB
Slab:            1221536 kB
SReclaimable:    1096732 kB
SUnreclaim:       124804 kB
KernelStack:       12576 kB
PageTables:        16340 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9601808 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1353728 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
