MemTotal:        8025424 kB
MemFree:          179640 kB
MemAvailable:    4693904 kB
Buffers:         2093908 kB
Cached:          1528420 kB
SwapCached:         9860 kB
Active:          1583516 kB
Inactive:        4931828 kB
Active(anon):    1388848 kB
Inactive(anon):  1504692 kB
Active(file):     194668 kB
Inactive(file):  3427136 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         677248 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             24592 kB
Writeback:             0 kB
AnonPages:       2777520 kB
Mapped:           127364 kB
Shmem:               488 kB
KReclaimable:    1095432 kB
Slab:            1216592 kB
SReclaimable:    1095432 kB
SUnreclaim:       121160 kB
KernelStack:       12224 kB
PageTables:        16124 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9384548 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1355776 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
