MemTotal:        8025424 kB
MemFree:          247008 kB
MemAvailable:    4693984 kB
Buffers:         2056456 kB
Cached:          1498584 kB
SwapCached:         9864 kB
Active:          1586220 kB
Inactive:        4864700 kB
Active(anon):    1391792 kB
Inactive(anon):  1504692 kB
Active(file):     194428 kB
Inactive(file):  3360008 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:              7436 kB
Writeback:             0 kB
AnonPages:       2780112 kB
Mapped:           126908 kB
Shmem:               484 kB
KReclaimable:    1095512 kB
Slab:            1216852 kB
SReclaimable:    1095512 kB
SUnreclaim:       121340 kB
KernelStack:       12048 kB
PageTables:        15892 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9099920 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1355776 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
