timestamp,minutes_elapsed,cpu_percent,memory_mb,memory_limit_mb,memory_percent,net_io,block_io
2025-12-23 12:48:05,87,106.20,230.1,7837.7,,,
2025-12-23 12:48:17,87,99.25,231.3,7837.7,,,
2025-12-23 12:48:28,87,109.21,231.6,7837.7,,,
2025-12-23 12:48:40,88,99.10,233,7837.7,,,
2025-12-23 12:48:52,88,97.55,231.7,7837.7,,,
2025-12-23 12:49:03,88,96.87,230.8,7837.7,,,
2025-12-23 12:49:16,88,94.16,232,7837.7,,,
2025-12-23 12:49:27,88,100.40,232.5,7837.7,,,
2025-12-23 12:49:39,89,88.75,232.4,7837.7,,,
2025-12-23 12:49:50,89,99.43,232.8,7837.7,,,
2025-12-23 12:50:02,89,92.45,232.8,7837.7,,,
2025-12-23 12:50:15,89,100.16,233.2,7837.7,,,
2025-12-23 12:50:27,89,108.35,233.4,7837.7,,,
2025-12-23 12:50:38,90,98.16,233.4,7837.7,,,
2025-12-23 12:50:50,90,104.27,233.3,7837.7,,,
2025-12-23 12:51:02,90,104.86,233.5,7837.7,,,
2025-12-23 12:51:13,90,99.16,233.7,7837.7,,,
2025-12-23 12:51:26,90,99.28,233.9,7837.7,,,
2025-12-23 12:51:37,91,94.84,234.3,7837.7,,,
2025-12-23 12:51:49,91,101.74,234.1,7837.7,,,
2025-12-23 12:52:01,91,108.55,234.3,7837.7,,,
2025-12-23 12:52:12,91,100.78,235.8,7837.7,,,
2025-12-23 12:52:25,91,102.83,234.6,7837.7,,,
