MemTotal:        8025424 kB
MemFree:          238236 kB
MemAvailable:    4857308 kB
Buffers:          840508 kB
Cached:          2691576 kB
SwapCached:        11276 kB
Active:          1711944 kB
Inactive:        4504120 kB
Active(anon):    1492616 kB
Inactive(anon):  1192000 kB
Active(file):     219328 kB
Inactive(file):  3312120 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             49068 kB
Writeback:             0 kB
AnonPages:       2569580 kB
Mapped:           335508 kB
Shmem:               604 kB
KReclaimable:    1290596 kB
Slab:            1426332 kB
SReclaimable:    1290596 kB
SUnreclaim:       135736 kB
KernelStack:       12272 kB
PageTables:        15160 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8493812 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4840 kB
AnonHugePages:    479232 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
