MemTotal:        8025424 kB
MemFree:          249544 kB
MemAvailable:    4374932 kB
Buffers:         1754968 kB
Cached:          1488896 kB
SwapCached:         2596 kB
Active:          1622216 kB
Inactive:        4814100 kB
Active(anon):    1454168 kB
Inactive(anon):  1739128 kB
Active(file):     168048 kB
Inactive(file):  3074972 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         973120 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             19956 kB
Writeback:             0 kB
AnonPages:       3103496 kB
Mapped:           173932 kB
Shmem:               312 kB
KReclaimable:    1085340 kB
Slab:            1208120 kB
SReclaimable:    1085340 kB
SUnreclaim:       122780 kB
KernelStack:       12592 kB
PageTables:        16528 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9319448 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1509376 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
