MemTotal:        8025424 kB
MemFree:          167464 kB
MemAvailable:    4661620 kB
Buffers:         1954620 kB
Cached:          1647308 kB
SwapCached:         9792 kB
Active:          1581492 kB
Inactive:        4911992 kB
Active(anon):    1387328 kB
Inactive(anon):  1504712 kB
Active(file):     194164 kB
Inactive(file):  3407280 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             49352 kB
Writeback:             0 kB
AnonPages:       2775660 kB
Mapped:           127328 kB
Shmem:               484 kB
KReclaimable:    1095684 kB
Slab:            1221080 kB
SReclaimable:    1095684 kB
SUnreclaim:       125396 kB
KernelStack:       12080 kB
PageTables:        16940 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9868192 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1355776 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
