MemTotal:        8025424 kB
MemFree:          162696 kB
MemAvailable:    4674024 kB
Buffers:         2077412 kB
Cached:          1542000 kB
SwapCached:         9856 kB
Active:          1585092 kB
Inactive:        4928928 kB
Active(anon):    1390508 kB
Inactive(anon):  1504692 kB
Active(file):     194584 kB
Inactive(file):  3424236 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             24456 kB
Writeback:             0 kB
AnonPages:       2778584 kB
Mapped:           127564 kB
Shmem:               488 kB
KReclaimable:    1095480 kB
Slab:            1216940 kB
SReclaimable:    1095480 kB
SUnreclaim:       121460 kB
KernelStack:       12080 kB
PageTables:        15984 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8815728 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1355776 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
