MemTotal:        8025424 kB
MemFree:          167192 kB
MemAvailable:    4782152 kB
Buffers:          938156 kB
Cached:          2554956 kB
SwapCached:        11280 kB
Active:          1826768 kB
Inactive:        4455132 kB
Active(anon):    1601244 kB
Inactive(anon):  1188408 kB
Active(file):     225524 kB
Inactive(file):  3266724 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             42244 kB
Writeback:             0 kB
AnonPages:       2674420 kB
Mapped:           356480 kB
Shmem:               644 kB
KReclaimable:    1325684 kB
Slab:            1462640 kB
SReclaimable:    1325684 kB
SUnreclaim:       136956 kB
KernelStack:       12432 kB
PageTables:        15680 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8701936 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6132 kB
VmallocChunk:          0 kB
Percpu:             4840 kB
AnonHugePages:    491520 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
