MemTotal:        8025424 kB
MemFree:          340060 kB
MemAvailable:    5267216 kB
Buffers:         2240328 kB
Cached:          1416360 kB
SwapCached:         9768 kB
Active:          1556432 kB
Inactive:        4404020 kB
Active(anon):    1370088 kB
Inactive(anon):   933968 kB
Active(file):     186344 kB
Inactive(file):  3470052 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             14784 kB
Writeback:             0 kB
AnonPages:       2181644 kB
Mapped:           311848 kB
Shmem:               328 kB
KReclaimable:    1473732 kB
Slab:            1610712 kB
SReclaimable:    1473732 kB
SUnreclaim:       136980 kB
KernelStack:       12336 kB
PageTables:        14296 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8540084 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    436224 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
