MemTotal:        8025424 kB
MemFree:          171824 kB
MemAvailable:    4993764 kB
Buffers:         1081308 kB
Cached:          2727816 kB
SwapCached:         9936 kB
Active:          1875804 kB
Inactive:        4475168 kB
Active(anon):    1654668 kB
Inactive(anon):   887732 kB
Active(file):     221136 kB
Inactive(file):  3587436 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             17224 kB
Writeback:             0 kB
AnonPages:       2424304 kB
Mapped:           323124 kB
Shmem:               524 kB
KReclaimable:    1216340 kB
Slab:            1351096 kB
SReclaimable:    1216340 kB
SUnreclaim:       134756 kB
KernelStack:       12288 kB
PageTables:        14732 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8471840 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    464896 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
