MemTotal:        8025424 kB
MemFree:          202364 kB
MemAvailable:    4885964 kB
Buffers:          785880 kB
Cached:          2824340 kB
SwapCached:        11276 kB
Active:          1698180 kB
Inactive:        4584268 kB
Active(anon):    1480848 kB
Inactive(anon):  1192036 kB
Active(file):     217332 kB
Inactive(file):  3392232 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             46504 kB
Writeback:             0 kB
AnonPages:       2557916 kB
Mapped:           335700 kB
Shmem:               600 kB
KReclaimable:    1277008 kB
Slab:            1412900 kB
SReclaimable:    1277008 kB
SUnreclaim:       135892 kB
KernelStack:       12320 kB
PageTables:        15980 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9528176 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4840 kB
AnonHugePages:    479232 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
