timestamp,elapsed_min,gen0_before,gen1_before,gen2_before,collected,total_before,gen0_after,gen1_after,gen2_after
2025-12-18 14:35:53,0,42,8,0,0,50,0,0,0
2025-12-18 14:36:14,0,42,8,0,0,50,0,0,0
2025-12-18 14:36:34,0,42,8,0,0,50,0,0,0
2025-12-18 14:36:54,1,42,8,0,0,50,0,0,0
2025-12-18 14:37:12,1,42,8,0,0,50,0,0,0
2025-12-18 14:37:33,1,42,8,0,0,50,0,0,0
2025-12-18 14:37:52,1,42,8,0,0,50,0,0,0
2025-12-18 14:38:12,2,42,8,0,0,50,0,0,0
2025-12-18 14:38:31,2,42,8,0,0,50,0,0,0
2025-12-18 14:38:51,2,42,8,0,0,50,0,0,0
2025-12-18 14:39:13,3,42,8,0,0,50,0,0,0
2025-12-18 14:39:33,3,42,8,0,0,50,0,0,0
2025-12-18 14:39:51,3,42,8,0,0,50,0,0,0
2025-12-18 14:40:14,4,42,8,0,0,50,0,0,0
2025-12-18 14:40:39,4,42,8,0,0,50,0,0,0
2025-12-18 14:41:00,5,42,8,0,0,50,0,0,0
2025-12-18 14:41:22,5,42,8,0,0,50,0,0,0
2025-12-18 14:41:41,5,42,8,0,0,50,0,0,0
2025-12-18 14:42:05,6,42,8,0,0,50,0,0,0
2025-12-18 14:42:26,6,42,8,0,0,50,0,0,0
2025-12-18 14:42:45,6,42,8,0,0,50,0,0,0
2025-12-18 14:43:03,7,42,8,0,0,50,0,0,0
2025-12-18 14:43:20,7,42,8,0,0,50,0,0,0
2025-12-18 14:43:38,7,42,8,0,0,50,0,0,0
2025-12-18 14:43:58,8,42,8,0,0,50,0,0,0
2025-12-18 14:44:20,8,42,8,0,0,50,0,0,0
2025-12-18 14:44:39,8,42,8,0,0,50,0,0,0
2025-12-18 14:44:59,9,42,8,0,0,50,0,0,0
2025-12-18 14:45:21,9,42,8,0,0,50,0,0,0
2025-12-18 14:45:41,9,42,8,0,0,50,0,0,0
2025-12-18 14:46:01,10,42,8,0,0,50,0,0,0
2025-12-18 14:46:22,10,42,8,0,0,50,0,0,0
2025-12-18 14:46:43,10,42,8,0,0,50,0,0,0
2025-12-18 14:47:11,11,42,8,0,0,50,0,0,0
2025-12-18 14:47:31,11,42,8,0,0,50,0,0,0
2025-12-18 14:47:54,12,42,8,0,0,50,0,0,0
2025-12-18 14:48:13,12,42,8,0,0,50,0,0,0
2025-12-18 14:48:32,12,42,8,0,0,50,0,0,0
2025-12-18 14:48:53,13,42,8,0,0,50,0,0,0
2025-12-18 14:49:12,13,42,8,0,0,50,0,0,0
2025-12-18 14:49:33,13,42,8,0,0,50,0,0,0
2025-12-18 14:49:57,14,42,8,0,0,50,0,0,0
2025-12-18 14:50:20,14,42,8,0,0,50,0,0,0
2025-12-18 14:50:45,14,42,8,0,0,50,0,0,0
2025-12-18 14:51:06,15,42,8,0,0,50,0,0,0
2025-12-18 14:51:27,15,42,8,0,0,50,0,0,0
2025-12-18 14:51:46,15,42,8,0,0,50,0,0,0
2025-12-18 14:52:05,16,42,8,0,0,50,0,0,0
2025-12-18 14:52:26,16,42,8,0,0,50,0,0,0
2025-12-18 14:52:45,16,42,8,0,0,50,0,0,0
2025-12-18 14:53:05,17,42,8,0,0,50,0,0,0
2025-12-18 14:53:27,17,42,8,0,0,50,0,0,0
2025-12-18 14:53:49,17,42,8,0,0,50,0,0,0
2025-12-18 14:54:09,18,42,8,0,0,50,0,0,0
2025-12-18 14:54:30,18,42,8,0,0,50,0,0,0
2025-12-18 14:54:49,18,42,8,0,0,50,0,0,0
2025-12-18 14:55:09,19,42,8,0,0,50,0,0,0
2025-12-18 14:55:31,19,42,8,0,0,50,0,0,0
2025-12-18 14:55:51,19,42,8,0,0,50,0,0,0
2025-12-18 14:56:09,20,42,8,0,0,50,0,0,0
2025-12-18 14:56:29,20,42,8,0,0,50,0,0,0
2025-12-18 14:57:02,21,42,8,0,0,50,0,0,0
2025-12-18 14:57:24,21,42,8,0,0,50,0,0,0
2025-12-18 14:57:48,21,42,8,0,0,50,0,0,0
2025-12-18 14:58:11,22,42,8,0,0,50,0,0,0
2025-12-18 14:58:31,22,42,8,0,0,50,0,0,0
2025-12-18 14:58:50,22,42,8,0,0,50,0,0,0
